fighter_id,record,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Height:,Weight:,Reach:,STANCE:,DOB:
92a9aa9c93192871,29-12-0,3.40,38%,3.34,51%,,2.87,34%,56%,1.1,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984"
d81ac739417d7f53,31-15-0,2.47,39%,2.83,60%,,2.04,47%,86%,0.4,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985"
8e8e4487c621aa1c,15-2-0,1.62,47%,3.45,48%,,3.17,40%,0%,1.1,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985"
c96d9178c9ed9e62,22-14-1,3.51,43%,3.00,56%,,3.61,45%,59%,1.1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986"
6b56e94a59b7b134,12-4-0,3.62,48%,2.24,61%,,1.52,40%,52%,0.0,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997"
e60d773a0a42048a,21-16-1 (1 NC),3.40,69%,1.53,68%,,4.00,66%,50%,2.0,"5' 9""",170 lbs.,--,Orthodox,"Jul 07, 1983"
77350fd0e6d1dba8,15-11-0,1.68,48%,2.32,57%,,4.19,63%,50%,0.6,"5' 4""",115 lbs.,--,,"Nov 15, 1982"
87e4a3a5080ee7ce,5-2-0,1.57,33%,15.13,40%,,0.00,0%,0%,0.0,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997"
1536a25e16fc299b,3-2-0,3.68,49%,4.64,56%,,0.00,0%,33%,0.0,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984"
5f3da9a9610d8969,10-6-0,1.99,40%,8.09,51%,,0.00,0%,0%,0.0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987"
1741343f0ca34dd5,5-2-0,0.82,15%,0.66,69%,,2.47,100%,50%,4.9,"5' 8""",135 lbs.,--,,"Mar 18, 1989"
45c8fed13a62fe92,3-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 4""",135 lbs.,--,,"Jun 26, 1992"
abd5fb12437eda21,20-6-0,2.53,45%,2.14,65%,,2.37,29%,66%,0.7,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987"
f54200f1dfb9b5d4,23-7-0,2.75,41%,1.70,65%,,2.32,72%,66%,0.9,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981"
b8da6f5c80ae2d15,36-5-0 (1 NC),3.18,51%,1.00,63%,,2.00,63%,82%,1.9,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976"
dc0f07928009a127,18-12-0 (1 NC),2.50,30%,2.83,64%,,2.02,52%,65%,0.4,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981"
e00a3dee329a51f7,22-8-0,5.10,49%,3.92,57%,,2.59,53%,81%,0.3,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
fba03cd6cc28dc41,19-7-0,3.67,35%,4.52,59%,,1.07,36%,43%,0.1,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985"
e3f443e4cbc3da8f,3-3-0,1.71,34%,0.66,84%,,3.94,100%,0%,3.9,"5' 11""",155 lbs.,--,,"Oct 16, 1975"
d2f310b5b072e986,5-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 2""",170 lbs.,--,,--
4122da4f791b2f4f,9-4-0,2.31,25%,11.54,40%,,0.00,0%,0%,0.0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993"
330bafba312face4,7-2-0,2.38,36%,3.55,37%,,0.87,16%,0%,0.0,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991"
d238217e0f8ea8e1,14-2-0 (1 NC),0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987"
daf9be103c1edbbd,14-15-0,8.41,79%,0.00,100%,,5.49,100%,0%,11.0,"6' 2""",192 lbs.,--,,--
d7adfcfdf7c6c1f8,9-3-0,0.11,7%,7.36,31%,,0.00,0%,0%,12.1,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986"
993d385f5a475375,10-4-0,3.51,23%,5.32,57%,,0.00,0%,58%,0.0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991"
bc7cf284c1c2f16e,5-5-1,3.74,44%,3.58,46%,,0.00,0%,50%,0.0,"5' 7""",160 lbs.,--,Orthodox,--
919fc4bc3edf4de7,11-1-0,2.67,71%,2.60,44%,,0.00,0%,60%,0.0,"6' 0""",155 lbs.,"75""",Switch,"Oct 19, 1999"
984b0c4c6e773a1c,6-7-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,130 lbs.,--,,"Aug 23, 1986"
b593cd58b0afffb0,7-2-0,0.00,0%,8.40,0%,,0.00,0%,0%,0.0,"6' 0""",185 lbs.,"74""",Orthodox,"Sep 19, 1996"
32ab52e5de93092d,14-4-0,4.64,47%,4.07,55%,,1.13,28%,67%,0.4,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995"
7b9a85e5ff31ef47,9-4-1,0.94,47%,1.87,25%,,4.68,60%,100%,6.2,"6' 3""",280 lbs.,--,Orthodox,"Jul 06, 1964"
22061ff217907c78,9-3-0,1.07,36%,1.83,47%,,0.00,0%,70%,0.0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983"
902ec2cc48c8ae8a,31-14-0,6.18,48%,6.31,48%,,1.73,43%,61%,0.7,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989"
082eba4cd80f736f,14-6-1,3.29,44%,3.29,61%,,0.00,0%,33%,0.3,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994"
64ad3e3b0efa30bb,15-6-0 (1 NC),2.53,49%,4.57,54%,,0.93,37%,70%,0.0,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991"
74061adb224be3cc,8-6-0,1.34,69%,1.59,41%,,1.88,50%,0%,0.0,"5' 9""",155 lbs.,--,,"Oct 29, 1968"
c26ea30823f37316,5-1-0,4.06,54%,1.13,61%,,4.25,100%,50%,1.4,"6' 0""",170 lbs.,--,,--
f7ede18b4ec4ec1f,5-6-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,130 lbs.,--,,--
9ebd666f99ba686b,9-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,155 lbs.,--,,"Feb 18, 1998"
0e4daed84a8f39a6,15-10-1,3.07,71%,1.74,43%,,0.00,0%,0%,2.0,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968"
b36874652ed7715d,1-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,205 lbs.,--,,--
5df17b3620145578,17-9-0,1.77,43%,4.32,49%,,0.43,33%,13%,0.0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981"
83fd97284f4bb4a4,28-12-0,2.92,44%,2.30,63%,,1.31,40%,66%,0.8,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986"
ed220e87bef0cc64,8-7-0 (1 NC),0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,145 lbs.,--,,"Jul 13, 1978"
d910665038efc639,20-8-0,2.19,39%,2.87,54%,,3.28,36%,47%,0.3,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987"
ccf5dc41417e9daf,11-2-0,2.38,70%,1.95,40%,,8.93,78%,50%,2.4,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980"
215a70f073a7b726,15-9-0 (1 NC),4.22,52%,2.94,57%,,0.75,28%,70%,0.2,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989"
411539901068522f,6-6-0,4.10,31%,7.37,52%,,0.75,21%,83%,0.0,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986"
83455a9d17f57dae,14-1-0,2.40,39%,3.90,45%,,4.91,33%,66%,0.2,"5' 8""",135 lbs.,"69""",Orthodox,"Aug 10, 1996"
41f3cfdab0b22236,7-1-0,3.20,43%,3.27,70%,,0.00,0%,0%,0.0,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992"
ea9bfe9c25037bba,7-3-0,0.00,0%,0.00,0%,,4.37,100%,100%,0.0,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993"
33011768c3c4dc9a,16-5-0,2.16,35%,2.53,67%,,0.43,30%,39%,1.4,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986"
8d5daf67983b65ba,1-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",180 lbs.,--,Southpaw,"Oct 12, 1955"
74b5736f1df40be3,4-2-0,0.00,0%,0.54,83%,,8.04,100%,0%,0.0,--,135 lbs.,--,,--
4234f0097c83fa62,8-7-0,4.30,43%,3.43,57%,,1.90,44%,66%,0.3,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985"
9766ed20b68c7c33,13-3-0 (1 NC),4.51,40%,3.96,61%,,1.60,19%,61%,0.2,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980"
ee779c43a8926d52,19-8-1,2.14,37%,2.42,63%,,2.98,44%,73%,0.0,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979"
d3de4a24f7eefac8,13-10-0,1.79,35%,2.55,55%,,3.19,83%,69%,0.6,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980"
fc6e681bf6658faf,6-6-0,4.03,34%,4.59,53%,,0.95,22%,50%,0.0,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987"
dd8aec6de7035943,11-4-0,0.27,10%,3.86,38%,,0.00,0%,0%,4.0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974"
b12a1d19ee383b7c,19-8-0 (1 NC),1.16,42%,4.02,38%,,0.93,30%,33%,0.9,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981"
76e2870ffafbe38f,20-0-0,3.91,47%,2.80,61%,,4.78,52%,61%,0.2,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994"
5f6f049d54728e88,17-9-0,4.28,40%,4.87,51%,,0.36,75%,72%,0.1,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988"
54c2576b7f2f1f57,7-1-0,3.40,37%,4.33,50%,,0.00,0%,42%,0.0,"6' 0""",185 lbs.,"75""",Orthodox,"Sep 06, 1993"
0798f558681d0eb5,6-0-0,2.27,60%,1.93,48%,,5.00,62%,0%,0.0,--,185 lbs.,--,,"Sep 30, 1985"
d776b5814f2400b4,10-2-0,7.44,55%,4.53,63%,,1.68,60%,100%,0.0,"5' 6""",135 lbs.,"69""",Orthodox,"Feb 19, 1996"
a1cb266d7f44f35f,13-3-0,2.53,27%,9.73,34%,,2.00,40%,100%,0.0,"5' 7""",145 lbs.,"68""",Orthodox,"May 09, 2000"
f72465a784c1b084,15-11-0 (1 NC),3.86,37%,4.19,55%,,0.58,40%,57%,0.5,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986"
6224e8d0a34264eb,2-5-0,2.28,32%,6.25,44%,,1.01,25%,33%,0.0,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984"
78114b7199cef90c,35-11-0,2.65,40%,2.59,64%,,1.54,30%,58%,0.8,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979"
8c020156779f7888,4-4-2,4.03,41%,4.00,62%,,0.00,0%,100%,0.0,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987"
40389d39a92f5bfa,16-4-0,1.19,38%,0.66,70%,,3.44,64%,100%,0.4,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975"
e17ac6410c8377f4,15-5-0,2.23,68%,1.46,51%,,7.10,70%,80%,0.0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986"
453ee00c3e1ae9dd,33-20-0 (1 NC),0.39,40%,8.90,42%,,0.00,0%,0%,0.0,"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979"
adea9f0090aa8e14,4-5-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 1""",230 lbs.,--,,--
862b0b3375aa4b6e,6-6-0,4.55,31%,7.40,45%,,0.00,0%,60%,0.0,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983"
8f765fd5775a8873,24-1-1,5.03,52%,3.61,54%,,3.91,34%,91%,0.2,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991"
d58478ded5534695,37-10-0 (1 NC),1.67,55%,0.53,86%,,1.00,100%,71%,3.0,"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981"
f7be1db194e03d7e,16-5-0,3.21,48%,3.39,50%,,2.73,25%,66%,0.0,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992"
91d73ee59347ac16,16-7-0,1.69,45%,2.17,53%,,0.90,50%,20%,0.9,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980"
04e9955f33e0c267,1-1-0,6.69,64%,2.09,85%,,1.25,50%,0%,1.2,"5' 9""",155 lbs.,--,,--
27b164b0d1833df0,18-8-1,2.23,56%,1.44,45%,,1.31,66%,20%,0.7,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986"
431262bbc69215dc,10-1-0,3.80,39%,5.33,51%,,0.00,0%,41%,0.0,"6' 1""",145 lbs.,"76""",Orthodox,"Mar 16, 1993"
49c7236c737d7e59,8-3-0 (1 NC),0.81,22%,2.21,67%,,3.02,100%,0%,0.0,"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975"
f89e6e66b9b112de,7-3-0,6.33,41%,7.20,51%,,0.00,0%,20%,0.0,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989"
9c42a0de8e012870,4-2-0,4.01,48%,3.61,52%,,0.00,0%,44%,0.0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985"
5af26b3201690d29,25-20-3 (1 NC),2.30,53%,1.60,54%,,4.50,100%,25%,0.0,"6' 0""",215 lbs.,--,Southpaw,"Jan 03, 1975"
f36af23639501cdf,10-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,170 lbs.,--,,"Oct 29, 1996"
e5010b1b94ca5755,17-6-0,3.70,44%,3.44,48%,,0.29,28%,64%,0.2,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984"
a2ea77e974c5889f,11-2-0,4.88,45%,5.60,50%,,0.00,0%,72%,0.0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995"
954e3f4e2b0e6510,4-5-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,170 lbs.,--,,"Apr 28, 1979"
86597694317e5e1b,15-9-1,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,135 lbs.,--,,--
c940b42df95bbd28,11-5-0,4.30,49%,1.67,66%,,0.67,100%,63%,0.0,"5' 6""",115 lbs.,"67""",Southpaw,"Oct 27, 2001"
27541033b97c076d,5-2-0 (1 NC),2.30,50%,3.41,38%,,3.10,72%,36%,1.2,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974"
15f4550e017f6c7d,3-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 7""",205 lbs.,--,,--
22a92d7f62195791,26-11-0,4.91,45%,4.37,55%,,0.39,35%,66%,0.9,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984"
b0f316c60f8d3b47,10-5-0,2.13,43%,4.18,32%,,0.59,11%,54%,0.0,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988"
979f7edbb6980b0d,14-8-3,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 2""",170 lbs.,--,,"Nov 13, 1977"
cbc071cb20ea59c7,20-3-0,2.91,40%,2.02,72%,,3.97,53%,77%,0.6,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980"
a6eb54ae17a551be,11-4-0,3.51,46%,5.31,53%,,0.42,18%,68%,0.2,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993"
ec13c393d029297d,11-2-0,4.28,55%,1.42,62%,,1.18,100%,76%,0.0,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995"
7ee1babb99f30115,0-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,--,--,,--
d62e280d0f7b6d6f,6-1-0,8.14,58%,10.17,36%,,0.00,0%,0%,0.0,"6' 1""",205 lbs.,"76""",Orthodox,"Jun 29, 1995"
3df223aeaacecf3f,9-2-0,1.87,51%,4.73,38%,,3.00,30%,0%,1.0,"6' 3""",185 lbs.,"80""",,"Jan 10, 1997"
28ba5f27e473420c,18-6-0,2.57,60%,8.14,42%,,0.00,0%,0%,0.0,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979"
dbc17725b887860a,13-8-0,1.90,42%,2.44,53%,,2.69,53%,84%,0.5,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985"
f53d4f21d1b5f2dc,19-7-0,4.70,39%,3.46,55%,,0.82,30%,57%,0.6,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
1c2a8915f8431507,12-2-0,1.75,32%,2.75,56%,,1.11,100%,66%,1.7,"5' 6""",125 lbs.,"70""",Orthodox,"May 03, 1991"
1e719d4b676dc19a,15-4-0,3.27,49%,3.75,51%,,1.00,22%,50%,0.6,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992"
977081bc01197656,4-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965"
8c21eb9fd7c4c203,8-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996"
33efaf2d0941cfcf,16-8-0 (1 NC),3.30,41%,6.26,45%,,0.25,100%,66%,0.0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994"
d814f5192e58fb2f,42-21-0,2.33,41%,2.29,57%,,1.30,35%,30%,2.2,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
0ec821423baa26bd,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 4""",235 lbs.,--,Orthodox,--
6e380a4d73ab4f0e,28-32-1,0.33,33%,2.64,11%,,0.00,0%,0%,0.0,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974"
b4c57a8c2b773e82,8-2-0,4.00,39%,4.93,52%,,0.50,12%,57%,0.0,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996"
aa72b0f831d0bfe5,25-7-1,2.57,53%,3.43,49%,,1.61,34%,57%,1.2,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987"
cdadae5363b66eef,13-5-1 (1 NC),2.04,61%,2.59,61%,,2.51,75%,76%,0.4,"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989"
daff32bc96d1eabf,11-8-1,2.37,48%,3.77,49%,,0.00,0%,58%,0.0,"5' 4""",135 lbs.,--,Orthodox,--
bbfca6d5c27d9cd8,9-5-0,2.57,39%,3.06,51%,,0.20,100%,37%,0.6,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
2226445c4a196dc8,16-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,185 lbs.,--,,"Feb 05, 1995"
2abdead94ce73552,23-6-3,1.86,48%,1.67,66%,,2.40,32%,42%,1.6,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978"
65adf3856c4d9256,17-5-0,1.78,40%,1.76,50%,,2.40,47%,50%,1.8,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993"
8fd808923cffff82,25-14-0 (1 NC),3.89,37%,4.55,49%,,2.24,46%,71%,0.2,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990"
c32fb8c0f6471a4d,35-11-2 (1 NC),2.11,50%,1.89,63%,,0.19,40%,78%,0.3,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974"
997b4f52f76a0b53,2-3-0,1.69,41%,1.69,61%,,3.63,25%,0%,3.6,"6' 0""",183 lbs.,--,Orthodox,"May 23, 1981"
0496cdac0bc9edd8,5-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",170 lbs.,--,,"Jul 11, 1974"
3317823959d32a05,11-12-0,2.16,28%,8.75,42%,,0.77,11%,25%,0.0,"5' 8""",135 lbs.,--,Orthodox,"Apr 18, 1980"
fbb60f24af5d5a02,11-1-0,1.78,54%,3.34,40%,,6.86,59%,75%,0.8,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998"
9583662df31d943f,26-15-0,2.23,42%,2.21,69%,,3.76,63%,67%,0.9,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
036e96c1c12b8a59,6-2-0,2.83,46%,7.93,42%,,2.50,45%,71%,0.0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997"
34ff304266360297,13-2-0,5.66,42%,3.58,66%,,1.05,29%,87%,0.0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990"
16d09e800ad7ec79,19-8-0,1.23,50%,1.22,51%,,3.86,45%,20%,0.9,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982"
f34312c2ccfa0e00,24-9-0,3.17,43%,3.03,64%,,0.67,30%,60%,0.8,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976"
bebb4ae55ac2bf6f,18-4-1,2.01,32%,2.70,46%,,2.59,46%,44%,1.3,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992"
5517bd590dbbe1f8,2-4-0,1.40,46%,1.20,57%,,2.00,25%,50%,0.0,"5' 4""",145 lbs.,--,,--
6f018c039b4d5d80,30-7-1 (1 NC),2.61,50%,1.65,54%,,3.60,51%,56%,0.8,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978"
b8dc5fbf8338adc5,6-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",205 lbs.,--,,--
c814b4c899793af6,14-5-0,4.71,52%,4.81,50%,,1.00,71%,90%,0.0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
7d09200f6a77b20e,14-8-0,3.10,34%,2.97,62%,,0.00,0%,27%,0.0,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983"
725b1abc9a39d873,10-3-0,3.36,49%,4.61,46%,,1.54,35%,33%,0.9,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997"
a2d342ffc83913ed,9-3-0,3.41,59%,2.16,57%,,3.37,38%,50%,0.7,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998"
09e62c450e754913,17-9-0,1.67,50%,4.70,43%,,2.36,33%,0%,3.5,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990"
b5f44dcb863f595b,9-2-0,1.56,44%,1.88,60%,,0.00,0%,40%,1.2,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988"
4bb0f74d5e26f89a,7-3-0,2.00,37%,7.80,25%,,1.00,9%,0%,0.0,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993"
d23d5960ac5e117c,17-3-0,3.66,40%,2.02,54%,,0.00,0%,0%,0.0,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991"
cb139171ed1b69fe,14-6-0,2.41,40%,1.85,63%,,2.22,33%,60%,1.3,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976"
65db4065e2bc107d,13-8-1,3.13,50%,5.35,42%,,1.65,44%,66%,0.4,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1994"
8164250600b7c91b,2-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,--,--,,"Jul 18, 1988"
c97fc5fbf7d32b8a,6-4-0,0.38,25%,0.77,0%,,0.00,0%,0%,0.0,--,170 lbs.,--,,--
01d2ed8c502e3828,11-6-0,2.76,54%,2.83,54%,,2.10,25%,50%,0.0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984"
fa534853eb195270,5-5-0,2.86,14%,14.29,54%,,0.00,0%,0%,0.0,"5' 7""",220 lbs.,--,Orthodox,"Mar 16, 1976"
5de61b03868035ff,5-4-0 (1 NC),0.00,0%,3.37,56%,,0.00,0%,0%,0.0,"5' 7""",220 lbs.,--,Orthodox,"Mar 16, 1976"
0adf1aacda5e26ac,5-4-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 4""",145 lbs.,--,,--
05339613bf8e9808,22-10-0,5.11,45%,3.53,57%,,0.70,29%,37%,0.3,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987"
7a82635ffa9b59fe,10-15-1,2.62,42%,10.25,28%,,0.00,0%,0%,0.0,"5' 5""",185 lbs.,--,Orthodox,--
947eccadb72f4f6f,15-5-0,2.11,24%,4.06,53%,,1.79,75%,66%,1.2,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
a71ce6ff0b4a9dbb,15-7-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",155 lbs.,--,,"Mar 12, 1986"
5340123d826ceadb,11-9-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 9""",170 lbs.,--,,"May 13, 1979"
90390dd1b0791e7f,7-2-0,5.32,38%,12.15,42%,,0.00,0%,0%,0.0,"5' 11""",170 lbs.,"73""",Switch,"Jul 11, 1997"
b102c26727306ab6,23-8-0,1.42,39%,2.34,64%,,1.82,35%,87%,0.6,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985"
77ba5b2939c4018b,9-1-0,7.80,55%,7.67,58%,,0.00,0%,100%,0.0,"5' 2""",115 lbs.,"61""",Orthodox,"Mar 21, 1997"
44bc27bfa76dcd9e,8-4-0,2.08,32%,2.12,63%,,2.32,58%,66%,0.0,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987"
b53c46f613f6f248,9-3-0,3.53,41%,3.23,57%,,2.50,45%,66%,0.0,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993"
d761b3766e38c5db,9-3-0,3.83,46%,4.52,64%,,0.45,8%,75%,0.5,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985"
bc7f4b2d4c2724a2,18-3-0 (2 NC),2.00,50%,3.13,57%,,3.00,60%,100%,0.0,"6' 0""",259 lbs.,"75""",Orthodox,"Jul 04, 1990"
3dc3022232b79c7a,27-10-0,3.30,39%,1.63,65%,,3.67,60%,37%,1.8,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984"
ec33146e43e58933,32-22-0,1.47,43%,2.50,49%,,0.00,0%,16%,0.0,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982"
d745d4146be48679,2-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",170 lbs.,--,,--
f65a0eb902f9476b,18-4-0,1.33,32%,4.59,50%,,0.00,0%,0%,0.0,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979"
e0ec3c3b6b611f7e,24-17-0 (1 NC),1.78,39%,2.85,55%,,1.53,36%,37%,2.4,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
00a3ff40c4b2cf21,15-5-0,2.35,42%,3.46,47%,,2.68,42%,76%,0.3,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991"
ecfdbf38681a59ba,13-5-1,0.54,33%,3.51,27%,,0.00,0%,0%,6.1,"6' 0""",205 lbs.,--,,"Jan 21, 1983"
