fighter_id,slpm,sapm,td_avg,sub_avg,weight,reach,stance,dob,wins,losses,draws,str_acc_pct,str_def_pct,td_acc_pct,td_def_pct,height_inches,fighter_name
e56daf7725a0b5ab,2.68,3.32,2.14,1.0,155,70,Orthodox,"Jan 26, 1983",9,5,0,42,51,26,27,70,Justin Edwards
f1fac969a1d70b08,2.6,2.44,1.25,0.4,170,74,Southpaw,"Aug 25, 1991",22,6,,54,52,37,63,74,Leon Edwards
ef44e4ea9050f2ea,1.5,4.15,0.72,0.0,155,72,Orthodox,"Sep 11, 1990",6,3,0,41,44,100,44,68,Te Edwards
e6904a03a66e711d,0.0,0.0,0.0,0.0,145,,,"Aug 28, 1989",4,1,0,0,0,0,0,,
f9ab66e67240db7b,4.61,3.26,1.29,0.6,135,70,Orthodox,"Sep 29, 1995",18,6,0,53,50,36,62,68,Joselyne Edwards
f5d82eccdea4e2dd,2.4,2.4,0.0,0.0,205,78,Southpaw,"Nov 05, 1998",8,5,0,50,55,0,0,77,Christian Edwards
eae4aec1a5a8ff01,0.0,3.91,0.0,0.0,170,,Orthodox,,7,5,0,0,50,0,28,71,Tom Egan
5e6294b37bbef029,2.2,2.48,2.48,0.6,135,68,Orthodox,"Aug 12, 1988",8,5,0,46,52,42,50,66,Stephanie Egger
27fc9218a3653e3c,2.86,5.66,0.82,0.0,235,,Orthodox,"Jun 28, 1978",19,7,1,43,49,25,50,73,Justin Eilers
0577808d22dfe79c,2.15,3.05,1.73,0.0,253,,Orthodox,"Dec 10, 1975",6,3,0,52,52,55,43,78,Jon Olav Einemo
58bc81376286b3d3,2.07,2.38,2.07,3.6,155,72,Orthodox,"Nov 12, 1980",14,5,1,61,67,11,50,70,Per Eklund
22d80fb67e50ab0b,0.0,0.0,0.0,0.0,,,,,2,0,0,0,0,0,0,,
d9a56ecb6e94f02e,5.66,4.94,0.48,0.5,155,72,Switch,"Apr 11, 1997",10,2,0,50,57,15,40,70,Evan Elder
07a74004d964c7f4,2.71,3.59,0.85,0.8,205,77,Southpaw,"May 28, 1995",10,2,0,56,46,22,0,75,Billy Elekana
e873203fd50542f6,0.0,0.0,0.0,0.0,205,,,,3,1,0,0,0,0,0,76,
1a064688481f66e1,0.4,6.47,0.0,0.0,125,64,Southpaw,"Jan 08, 1995",17,4,,50,20,0,50,63,Joao Elias
e295b96f135d758a,2.07,4.93,2.0,1.0,135,,,"Jul 17, 1985",6,8,0,30,48,100,66,67,
92a9aa9c93192871,3.4,3.34,2.87,1.1,145,71,Orthodox,"May 16, 1984",29,12,0,38,51,34,56,70,Darren Elkins
d81ac739417d7f53,2.47,2.83,2.04,0.4,170,71,Orthodox,"Mar 28, 1985",31,15,0,39,60,47,86,69,Jake Ellenberger
8e8e4487c621aa1c,1.62,3.45,3.17,1.1,155,72,Orthodox,"Mar 28, 1985",15,2,0,47,48,40,0,69,Joe Ellenberger
c96d9178c9ed9e62,3.51,3.0,3.61,1.1,125,66,Southpaw,"Dec 24, 1986",22,14,1,43,56,45,59,67,Tim Elliott
6b56e94a59b7b134,3.62,2.24,1.52,0.0,170,72,Orthodox,"Dec 19, 1997",12,4,0,48,61,40,52,72,Oban Elliott
e60d773a0a42048a,3.4,1.53,4.0,2.0,170,,Orthodox,"Jul 07, 1983",21,16,,69,68,66,50,69,Eddy Ellis
77350fd0e6d1dba8,1.68,2.32,4.19,0.6,115,,,"Nov 15, 1982",15,11,0,48,57,63,50,64,Lisa Ellis
87e4a3a5080ee7ce,1.57,15.13,0.0,0.0,238,78,Orthodox,"Mar 05, 1997",5,2,0,33,40,0,0,72,Elisha Ellison
1536a25e16fc299b,3.68,4.64,0.0,0.0,115,,Orthodox,"Oct 06, 1984",3,2,0,49,56,0,33,63,Anna Elmose
5f3da9a9610d8969,1.99,8.09,0.0,0.0,135,71,Switch,"Apr 27, 1987",10,6,0,40,51,0,0,69,Cameron Else
1741343f0ca34dd5,0.82,0.66,2.47,4.9,135,,,"Mar 18, 1989",5,2,0,15,69,100,50,68,
45c8fed13a62fe92,0.0,0.0,0.0,0.0,135,,,"Jun 26, 1992",3,1,0,0,0,0,0,64,
abd5fb12437eda21,2.53,2.14,2.37,0.7,170,76,Southpaw,"May 23, 1987",20,6,0,45,65,29,66,70,Ramazan Emeev
f54200f1dfb9b5d4,2.75,1.7,2.32,0.9,255,,Orthodox,"Aug 02, 1981",23,7,0,41,65,72,66,78,Aleksander Emelianenko
b8da6f5c80ae2d15,3.18,1.0,2.0,1.9,230,74,Orthodox,"Sep 28, 1976",36,5,,51,63,63,82,72,Fedor Emelianenko
dc0f07928009a127,2.5,2.83,2.02,0.4,155,70,Orthodox,"Jul 30, 1981",18,12,,30,64,52,65,69,Rob Emerson
e00a3dee329a51f7,5.1,3.92,2.59,0.3,145,74,Orthodox,"Jul 24, 1989",22,8,0,49,57,53,81,70,Jamall Emmers
fba03cd6cc28dc41,3.67,4.52,1.07,0.1,145,70,Orthodox,"Mar 04, 1985",19,7,0,35,59,36,43,66,Josh Emmett
e3f443e4cbc3da8f,1.71,0.66,3.94,3.9,155,,,"Oct 16, 1975",3,3,0,34,84,100,0,71,
d2f310b5b072e986,0.0,0.0,0.0,0.0,170,,,,5,1,0,0,0,0,0,74,
4122da4f791b2f4f,2.31,11.54,0.0,0.0,155,69,Orthodox,"Jul 09, 1993",9,4,0,25,40,0,0,70,Kolton Englund
330bafba312face4,2.38,3.55,0.87,0.0,170,77,Switch,"Aug 10, 1991",7,2,0,36,37,16,0,72,Oliver Enkamp
d238217e0f8ea8e1,0.0,0.0,0.0,0.0,145,,Orthodox,"May 27, 1987",14,2,,0,0,0,0,70,
daf9be103c1edbbd,8.41,0.0,5.49,11.0,192,,,,14,15,0,79,100,100,0,74,Kenny Ento
d7adfcfdf7c6c1f8,0.11,7.36,0.0,12.1,135,,Orthodox,"Nov 19, 1986",9,3,0,7,31,0,0,65,Ian Entwistle
993d385f5a475375,3.51,5.32,0.0,0.0,185,78,Orthodox,"Aug 15, 1991",10,4,0,23,57,0,58,75,Andy Enz
bc7cf284c1c2f16e,3.74,3.58,0.0,0.0,160,,Orthodox,,5,5,1,44,46,0,50,67,Won Jin Eoh
919fc4bc3edf4de7,2.67,2.6,0.0,0.0,155,75,Switch,"Oct 19, 1999",11,1,0,71,44,0,60,72,Yuji Ephoevi-Ga
984b0c4c6e773a1c,0.0,0.0,0.0,0.0,130,,,"Aug 23, 1986",6,7,0,0,0,0,0,,Josh Epps
b593cd58b0afffb0,0.0,8.4,0.0,0.0,185,74,Orthodox,"Sep 19, 1996",7,2,0,0,0,0,0,72,Abdellah Er-Ramy
32ab52e5de93092d,4.64,4.07,1.13,0.4,125,68,Orthodox,"Jul 27, 1995",14,4,0,47,55,28,67,68,Steve Erceg
7b9a85e5ff31ef47,0.94,1.87,4.68,6.2,280,,Orthodox,"Jul 06, 1964",9,4,1,47,25,60,100,75,Tom Erikson
22061ff217907c78,1.07,1.83,0.0,0.0,230,,Orthodox,"Jan 31, 1983",9,3,0,36,47,0,70,71,Konstantin Erokhin
902ec2cc48c8ae8a,6.18,6.31,1.73,0.7,145,74,Southpaw,"Jul 31, 1989",31,14,0,48,48,43,61,73,Julian Erosa
082eba4cd80f736f,3.29,3.29,0.0,0.3,145,73,Orthodox,"Nov 17, 1994",14,6,1,44,61,0,33,71,Jarno Errens
64ad3e3b0efa30bb,2.53,4.57,0.93,0.0,205,72,Orthodox,"Nov 15, 1991",15,6,,49,54,37,70,74,Ivan Erslan
74061adb224be3cc,1.34,1.59,1.88,0.0,155,,,"Oct 29, 1968",8,6,0,69,41,50,0,69,Nick Ertl
c26ea30823f37316,4.06,1.13,4.25,1.4,170,,,,5,1,0,54,61,100,50,72,
f7ede18b4ec4ec1f,0.0,0.0,0.0,0.0,130,,,,5,6,0,0,0,0,0,,Bobby Escalante
9ebd666f99ba686b,0.0,0.0,0.0,0.0,155,,,"Feb 18, 1998",9,1,0,0,0,0,0,,
0e4daed84a8f39a6,3.07,1.74,0.0,2.0,350,,Orthodox,"Aug 03, 1968",15,10,1,71,43,0,0,71,Eric Esch
b36874652ed7715d,0.0,0.0,0.0,0.0,205,,,,1,0,0,0,0,0,0,,Pro Escobedo
5df17b3620145578,1.77,4.32,0.43,0.0,135,72,Orthodox,"Aug 30, 1981",17,9,0,43,49,33,13,67,Cole Escovedo
83fd97284f4bb4a4,2.92,2.3,1.31,0.8,155,71,Orthodox,"Jan 15, 1986",28,12,0,44,63,40,66,69,Efrain Escudero
ed220e87bef0cc64,0.0,0.0,0.0,0.0,145,,,"Jul 13, 1978",8,7,,0,0,0,0,,Evan Esguerra
d910665038efc639,2.19,2.87,3.28,0.3,115,63,Orthodox,"Oct 10, 1987",20,8,0,39,54,36,47,61,Carla Esparza
ccf5dc41417e9daf,2.38,1.95,8.93,2.4,255,80,Orthodox,"Oct 09, 1980",11,2,0,70,40,78,50,75,Juan Espino
215a70f073a7b726,4.22,2.94,0.75,0.2,125,69,Orthodox,"Nov 08, 1989",15,9,,52,57,28,70,66,Jordan Espinosa
411539901068522f,4.1,7.37,0.75,0.0,115,64,Orthodox,"May 07, 1986",6,6,0,31,52,21,83,61,Jodie Esquibel
83455a9d17f57dae,2.4,3.9,4.91,0.2,135,69,Orthodox,"Aug 10, 1996",14,1,0,39,45,33,66,68,Rafael Estevam
41f3cfdab0b22236,3.2,3.27,0.0,0.0,155,68,Orthodox,"Mar 11, 1992",7,1,0,43,70,0,0,70,Achilles Estremadura
ea9bfe9c25037bba,0.0,0.0,4.37,0.0,125,68,Switch,"Aug 05, 1993",7,3,0,0,0,100,100,67,Shaun Etchell
33011768c3c4dc9a,2.16,2.53,0.43,1.4,155,73,Orthodox,"Jan 11, 1986",16,5,0,35,67,30,39,73,Terry Etim
8d5daf67983b65ba,0.0,0.0,0.0,0.0,180,,Southpaw,"Oct 12, 1955",1,1,0,0,0,0,0,72,Fred Ettish
74b5736f1df40be3,0.0,0.54,8.04,0.0,135,,,,4,2,0,0,83,100,0,,
4234f0097c83fa62,4.3,3.43,1.9,0.3,125,67,Orthodox,"Apr 27, 1985",8,7,0,43,57,44,66,64,Sijara Eubanks
9766ed20b68c7c33,4.51,3.96,1.6,0.2,155,68,Orthodox,"Oct 07, 1980",13,3,,40,61,19,61,68,Billy Evangelista
ee779c43a8926d52,2.14,2.42,2.98,0.0,205,75,Orthodox,"Sep 25, 1979",19,8,1,37,63,44,73,72,Rashad Evans
d3de4a24f7eefac8,1.79,2.55,3.19,0.6,155,,Orthodox,"Oct 10, 1980",13,10,0,35,55,83,69,69,Doug Evans
fc6e681bf6658faf,4.03,4.59,0.95,0.0,135,67,Orthodox,"Jul 09, 1987",6,6,0,34,53,22,50,68,Ashlee Evans-Smith
dd8aec6de7035943,0.27,3.86,0.0,4.0,250,,Orthodox,"Jun 01, 1974",11,4,0,10,38,0,0,75,Dan Evensen
b12a1d19ee383b7c,1.16,4.02,0.93,0.9,135,70,Orthodox,"Jun 04, 1981",19,8,,42,38,30,33,67,Tonya Evinger
76e2870ffafbe38f,3.91,2.8,4.78,0.2,145,72,Orthodox,"Feb 11, 1994",20,0,0,47,61,52,61,67,Movsar Evloev
5f6f049d54728e88,4.28,4.87,0.36,0.1,145,75,Southpaw,"Jan 21, 1988",17,9,0,40,51,75,72,68,Andre Ewell
54c2576b7f2f1f57,3.4,4.33,0.0,0.0,185,75,Orthodox,"Sep 06, 1993",7,1,0,37,50,0,42,72,Chris Ewert
0798f558681d0eb5,2.27,1.93,5.0,0.0,185,,,"Sep 30, 1985",6,0,0,60,48,62,0,,
d776b5814f2400b4,7.44,4.53,1.68,0.0,135,69,Orthodox,"Feb 19, 1996",10,2,0,55,63,60,100,66,Ethyn Ewing
a1cb266d7f44f35f,2.53,9.73,2.0,0.0,145,68,Orthodox,"May 09, 2000",13,3,0,27,34,40,100,67,Manuel Exposito
f72465a784c1b084,3.86,4.19,0.58,0.5,125,66,Orthodox,"Jul 27, 1986",15,11,,37,55,40,57,66,Jessica Eye
6224e8d0a34264eb,2.28,6.25,1.01,0.0,155,70,Orthodox,"Jul 15, 1984",2,5,0,32,44,25,33,,Edward Faaloloto
78114b7199cef90c,2.65,2.59,1.54,0.8,135,67,Orthodox,"May 14, 1979",35,11,0,40,64,30,58,66,Urijah Faber
8c020156779f7888,4.03,4.0,0.0,0.0,125,66,Orthodox,"Jun 25, 1987",4,4,2,41,62,0,100,66,Melinda Fabian
40389d39a92f5bfa,1.19,0.66,3.44,0.4,145,69,Southpaw,"Jul 14, 1975",16,4,0,38,70,64,100,66,Wagnney Fabiano
e17ac6410c8377f4,2.23,1.46,7.1,0.0,170,75,Orthodox,"Apr 26, 1986",15,5,0,68,51,70,80,72,Bartosz Fabinski
453ee00c3e1ae9dd,0.39,8.9,0.0,0.0,205,,Orthodox,"Aug 16, 1979",33,20,,40,42,0,0,69,Ron Faircloth
adea9f0090aa8e14,0.0,0.0,0.0,0.0,230,,,,4,5,0,0,0,0,0,73,Jason Fairn
862b0b3375aa4b6e,4.55,7.4,0.0,0.0,135,72,Orthodox,"Dec 10, 1983",6,6,0,31,45,0,60,68,Zarah Fairn
8f765fd5775a8873,5.03,3.61,3.91,0.2,170,74,Orthodox,"Sep 28, 1991",24,1,1,52,54,34,91,72,Rinat Fakhretdinov
d58478ded5534695,1.67,0.53,1.0,3.0,185,,Orthodox,"Mar 08, 1981",37,10,,55,86,100,71,71,Maiquel Falcao
f7be1db194e03d7e,3.21,3.39,2.73,0.0,135,66,Orthodox,"Jul 30, 1992",16,5,0,48,50,25,66,66,Pedro Falcao
91d73ee59347ac16,1.69,2.17,0.9,0.9,170,,Orthodox,"Jul 05, 1980",16,7,0,45,53,50,20,73,Brodie Farber
04e9955f33e0c267,6.69,2.09,1.25,1.2,155,,,,1,1,0,64,85,50,0,69,
27b164b0d1833df0,2.23,1.44,1.31,0.7,125,,Switch,"Jul 23, 1986",18,8,1,56,45,66,20,67,Kalindra Faria
431262bbc69215dc,3.8,5.33,0.0,0.0,145,76,Orthodox,"Mar 16, 1993",10,1,0,39,51,0,41,73,Jair Farias
49c7236c737d7e59,0.81,2.21,3.02,0.0,145,,Southpaw,"Sep 11, 1975",8,3,,22,67,100,0,69,Chance Farrar
f89e6e66b9b112de,6.33,7.2,0.0,0.0,170,79,Southpaw,"Jun 19, 1989",7,3,0,41,51,0,20,76,Rico Farrington
9c42a0de8e012870,4.01,3.61,0.0,0.0,135,,Orthodox,"Apr 09, 1985",4,2,0,48,52,0,44,68,Kelly Faszholz
5af26b3201690d29,2.3,1.6,4.5,0.0,215,,Southpaw,"Jan 03, 1975",25,20,,53,54,100,25,72,Rodney Faverus
f36af23639501cdf,0.0,0.0,0.0,0.0,170,,,"Oct 29, 1996",10,1,0,0,0,0,0,,
e5010b1b94ca5755,3.7,3.44,0.29,0.2,155,70,Orthodox,"Apr 25, 1984",17,6,0,44,48,28,64,71,Paul Felder
a2ea77e974c5889f,4.88,5.6,0.0,0.0,245,75,Orthodox,"Jan 12, 1995",11,2,0,45,50,0,72,72,Carlos Felipe
954e3f4e2b0e6510,0.0,0.0,0.0,0.0,170,,,"Apr 28, 1979",4,5,0,0,0,0,0,,JP Felty
86597694317e5e1b,0.0,0.0,0.0,0.0,135,,,,15,9,1,0,0,0,0,,
c940b42df95bbd28,4.3,1.67,0.67,0.0,115,67,Southpaw,"Oct 27, 2001",11,5,0,49,66,100,63,66,Feng Xiaocan
27541033b97c076d,2.3,3.41,3.1,1.2,235,77,Orthodox,"Feb 08, 1974",5,2,,50,38,72,36,74,Kevin Ferguson
15f4550e017f6c7d,0.0,0.0,0.0,0.0,205,,,,3,0,0,0,0,0,0,67,Rhadi Ferguson
22a92d7f62195791,4.91,4.37,0.39,0.9,170,76,Orthodox,"Feb 12, 1984",26,11,0,45,55,35,66,71,Tony Ferguson
b0f316c60f8d3b47,2.13,4.18,0.59,0.0,125,,Orthodox,"May 13, 1988",10,5,0,43,32,11,54,65,Josh Ferguson
979f7edbb6980b0d,0.0,0.0,0.0,0.0,170,,,"Nov 13, 1977",14,8,3,0,0,0,0,74,CJ Fernandes
cbc071cb20ea59c7,2.91,2.02,3.97,0.6,139,,Orthodox,"Mar 30, 1980",20,3,0,40,72,53,77,67,Bibiano Fernandes
a6eb54ae17a551be,3.51,5.31,0.42,0.2,125,66,Southpaw,"Aug 13, 1993",11,4,0,46,53,18,68,66,Gabriella Fernandes
ec13c393d029297d,4.28,1.42,1.18,0.0,155,73,Orthodox,"Mar 17, 1995",11,2,0,55,62,100,76,69,Kaue Fernandes
7ee1babb99f30115,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,,
d62e280d0f7b6d6f,8.14,10.17,0.0,0.0,205,76,Orthodox,"Jun 29, 1995",6,1,0,58,36,0,0,73,Luke Fernandez
3df223aeaacecf3f,1.87,4.73,3.0,1.0,185,80,,"Jan 10, 1997",9,2,0,51,38,30,0,75,Lucas Fernando
28ba5f27e473420c,2.57,8.14,0.0,0.0,205,,Orthodox,"Apr 25, 1979",18,6,0,60,42,0,0,67,Alexandre Ferreira
dbc17725b887860a,1.9,2.44,2.69,0.5,185,78,Southpaw,"Feb 15, 1985",13,8,0,42,53,53,84,73,Cezar Ferreira
f53d4f21d1b5f2dc,4.7,3.46,0.82,0.6,155,74,Orthodox,"Jan 18, 1985",19,7,0,39,55,30,57,69,Diego Ferreira
1c2a8915f8431507,1.75,2.75,1.11,1.7,125,70,Orthodox,"May 03, 1991",12,2,0,32,56,100,66,66,Erisson Ferreira
1e719d4b676dc19a,3.27,3.75,1.0,0.6,185,72,Orthodox,"Nov 04, 1992",15,4,0,49,51,22,50,70,Brunno Ferreira
977081bc01197656,0.0,0.0,0.0,0.0,323,,Orthodox,"Apr 26, 1965",4,2,0,0,0,0,0,71,Scott Ferrozzo
8c21eb9fd7c4c203,0.0,0.0,0.0,0.0,205,79,Orthodox,"Jan 18, 1996",8,1,0,0,0,0,0,75,
33efaf2d0941cfcf,3.3,6.26,0.25,0.0,170,74,Orthodox,"Apr 07, 1994",16,8,,41,45,100,66,72,Andre Fialho
d814f5192e58fb2f,2.33,2.29,1.3,2.2,155,70,Orthodox,"Dec 14, 1979",42,21,0,41,57,35,30,70,Drew Fickett
0ec821423baa26bd,0.0,0.0,0.0,0.0,235,,Orthodox,,0,1,0,0,0,0,0,76,Scott Fiedler
6e380a4d73ab4f0e,0.33,2.64,0.0,0.0,200,,Orthodox,"Nov 18, 1974",28,32,1,33,11,0,0,74,Ron Fields
b4c57a8c2b773e82,4.0,4.93,0.5,0.0,155,70,Orthodox,"Aug 15, 1996",8,2,0,39,52,12,57,70,Michal Figlak
aa72b0f831d0bfe5,2.57,3.43,1.61,1.2,135,68,Orthodox,"Dec 18, 1987",25,7,1,53,49,34,57,65,Deiveson Figueiredo
cdadae5363b66eef,2.04,2.59,2.51,0.4,125,68,Southpaw,"Oct 23, 1989",13,5,,61,61,75,76,66,Francisco Figueiredo
daff32bc96d1eabf,2.37,3.77,0.0,0.0,135,,Orthodox,,11,8,1,48,49,0,58,64,Anthony Figueroa
bbfca6d5c27d9cd8,2.57,3.06,0.2,0.6,135,69,Orthodox,"Jul 31, 1984",9,5,0,39,51,100,37,67,Edwin Figueroa
2226445c4a196dc8,0.0,0.0,0.0,0.0,185,,,"Feb 05, 1995",16,1,0,0,0,0,0,,
2abdead94ce73552,1.86,1.67,2.4,1.6,185,,Southpaw,"May 24, 1978",23,6,3,48,66,32,42,68,Paulo Filho
65adf3856c4d9256,1.78,1.76,2.4,1.8,125,68,Orthodox,"May 05, 1993",17,5,0,40,50,47,50,67,Jafel Filho
8fd808923cffff82,3.89,4.55,2.24,0.2,145,74,Orthodox,"Jun 25, 1990",25,14,,37,49,46,71,71,Andre Fili
c32fb8c0f6471a4d,2.11,1.89,0.19,0.3,230,73,Southpaw,"Sep 10, 1974",35,11,,50,63,40,78,74,Mirko Filipovic
997b4f52f76a0b53,1.69,1.69,3.63,3.6,183,,Orthodox,"May 23, 1981",2,3,0,41,61,25,0,72,Brady Fink
0496cdac0bc9edd8,0.0,0.0,0.0,0.0,170,,,"Jul 11, 1974",5,1,0,0,0,0,0,72,Jesse Finney
3317823959d32a05,2.16,8.75,0.77,0.0,135,,Orthodox,"Apr 18, 1980",11,12,0,28,42,11,25,68,Jan Finney
fbb60f24af5d5a02,1.78,3.34,6.86,0.8,185,75,Orthodox,"Oct 24, 1998",11,1,0,54,40,59,75,68,Torrez Finney
9583662df31d943f,2.23,2.21,3.76,0.9,170,70,Orthodox,"Jan 22, 1981",26,15,0,42,69,63,67,68,Luigi Fioravanti
036e96c1c12b8a59,2.83,7.93,2.5,0.0,155,72,Orthodox,"Dec 10, 1997",6,2,0,46,42,45,71,70,Nick Fiore
34ff304266360297,5.66,3.58,1.05,0.0,125,65,Orthodox,"Feb 17, 1990",13,2,0,42,66,29,87,67,Manon Fiorot
16d09e800ad7ec79,1.23,1.22,3.86,0.9,154,,Orthodox,"Mar 18, 1982",19,8,0,50,51,45,20,66,Luiz Firmino
f34312c2ccfa0e00,3.17,3.03,0.67,0.8,155,68,Southpaw,"May 09, 1976",24,9,0,43,64,30,60,67,Spencer Fisher
bebb4ae55ac2bf6f,2.01,2.7,2.59,1.3,145,68,Orthodox,"Jun 06, 1992",18,4,1,32,46,46,44,68,Chris Fishgold
5517bd590dbbe1f8,1.4,1.2,2.0,0.0,145,,,,2,4,0,46,57,25,50,64,
6f018c039b4d5d80,2.61,1.65,3.6,0.8,170,74,Orthodox,"Feb 24, 1978",30,7,,50,54,51,56,72,Jon Fitch
b8dc5fbf8338adc5,0.0,0.0,0.0,0.0,205,,,,6,0,0,0,0,0,0,70,
c814b4c899793af6,4.71,4.81,1.0,0.0,155,71,Switch,"Mar 05, 1993",14,5,0,52,50,71,90,68,Rafael Fiziev
7d09200f6a77b20e,3.1,2.97,0.0,0.0,155,,Orthodox,"Jan 08, 1983",14,8,0,34,62,0,27,74,Colin Fletcher
725b1abc9a39d873,3.36,4.61,1.54,0.9,170,67,Switch,"Feb 18, 1997",10,3,0,49,46,35,33,70,AJ Fletcher
a2d342ffc83913ed,3.41,2.16,3.37,0.7,135,70,Orthodox,"Jan 03, 1998",9,3,0,59,57,38,50,67,Nathan Fletcher
09e62c450e754913,1.67,4.7,2.36,3.5,125,68,Orthodox,"Sep 07, 1990",17,9,0,50,43,33,0,67,Jimmy Flick
b5f44dcb863f595b,1.56,1.88,0.0,1.2,155,73,Southpaw,"Mar 17, 1988",9,2,0,44,60,0,40,72,Luke Flores
4bb0f74d5e26f89a,2.0,7.8,1.0,0.0,205,73,Switch,"Dec 22, 1993",7,3,0,37,25,9,0,75,Ty Flores
d23d5960ac5e117c,3.66,2.02,0.0,0.0,145,73,Orthodox,"Aug 06, 1991",17,3,0,40,54,0,0,70,Alejandro Flores
cb139171ed1b69fe,2.41,1.85,2.22,1.3,145,74,Southpaw,"May 26, 1976",14,6,0,40,63,33,60,70,Kenny Florian
65db4065e2bc107d,3.13,5.35,1.65,0.4,155,71,Orthodox,"Aug 25, 1994",13,8,1,50,42,44,66,69,Darrius Flowers
8164250600b7c91b,0.0,0.0,0.0,0.0,,,,"Jul 18, 1988",2,0,0,0,0,0,0,,Cody Floyd
c97fc5fbf7d32b8a,0.38,0.77,0.0,0.0,170,,,,6,4,0,25,0,0,0,,
01d2ed8c502e3828,2.76,2.83,2.1,0.0,155,74,Orthodox,"Jan 07, 1984",11,6,0,54,54,25,50,69,Caros Fodor
fa534853eb195270,2.86,14.29,0.0,0.0,220,,Orthodox,"Mar 16, 1976",5,5,0,14,54,0,0,67,Mal Foki
5de61b03868035ff,0.0,3.37,0.0,0.0,220,,Orthodox,"Mar 16, 1976",5,4,,0,56,0,0,67,Matt Foki
0adf1aacda5e26ac,0.0,0.0,0.0,0.0,145,,,,5,4,0,0,0,0,0,64,AJ Fonseca
05339613bf8e9808,5.11,3.53,0.7,0.3,135,71,Orthodox,"Jun 25, 1987",22,10,0,45,57,29,37,68,Rob Font
7a82635ffa9b59fe,2.62,10.25,0.0,0.0,185,,Orthodox,,10,15,1,42,28,0,0,65,Claudionor Fontinelle
947eccadb72f4f6f,2.11,4.06,1.79,1.2,185,75,Southpaw,"Oct 24, 1984",15,5,0,24,53,75,66,74,Jesse Forbes
a71ce6ff0b4a9dbb,0.0,0.0,0.0,0.0,155,,,"Mar 12, 1986",15,7,0,0,0,0,0,70,Sterling Ford
5340123d826ceadb,0.0,0.0,0.0,0.0,170,,,"May 13, 1979",11,9,0,0,0,0,0,69,
90390dd1b0791e7f,5.32,12.15,0.0,0.0,170,73,Switch,"Jul 11, 1997",7,2,0,38,42,0,0,71,Raheam Forest
b102c26727306ab6,1.42,2.34,1.82,0.6,125,67,Orthodox,"Apr 14, 1985",23,8,0,39,64,35,87,65,Jussier Formiga
77ba5b2939c4018b,7.8,7.67,0.0,0.0,115,61,Orthodox,"Mar 21, 1997",9,1,0,55,58,0,100,62,Carol Foro
44bc27bfa76dcd9e,2.08,2.12,2.32,0.0,155,71,Orthodox,"Mar 27, 1987",8,4,0,32,63,58,66,67,Renee Forte
b53c46f613f6f248,3.53,3.23,2.5,0.0,115,62,Southpaw,"Aug 04, 1993",9,3,0,41,57,45,66,60,Brianna Fortino
d761b3766e38c5db,3.83,4.52,0.45,0.5,205,74,Orthodox,"Oct 22, 1985",9,3,0,46,64,8,75,73,Marcel Fortuna
bc7f4b2d4c2724a2,2.0,3.13,3.0,0.0,259,75,Orthodox,"Jul 04, 1990",18,3,,50,57,60,100,72,Tyrell Fortune
3dc3022232b79c7a,3.3,1.63,3.67,1.8,170,71,Orthodox,"Apr 03, 1984",27,10,0,39,65,60,37,69,Brian Foster
ec33146e43e58933,1.47,2.5,0.0,0.0,185,,Open Stance,"Jul 03, 1982",32,22,0,43,49,0,16,73,Xavier Foupa-Pokam
d745d4146be48679,0.0,0.0,0.0,0.0,170,,,,2,0,0,0,0,0,0,71,
f65a0eb902f9476b,1.33,4.59,0.0,0.0,145,,Orthodox,"Apr 28, 1979",18,4,0,32,50,0,0,71,Brandon Foxworth
e0ec3c3b6b611f7e,1.78,2.85,1.53,2.4,155,71,Orthodox,"Aug 26, 1974",24,17,,39,55,36,37,66,Hermes Franca
00a3ff40c4b2cf21,2.35,3.46,2.68,0.3,155,77,Orthodox,"Feb 28, 1991",15,5,0,42,47,42,76,72,Glaico Franca Moreira
ecfdbf38681a59ba,0.54,3.51,0.0,6.1,205,,,"Jan 21, 1983",13,5,1,33,27,0,0,72,Francisco France
b9532d815060de7f,1.83,2.59,2.68,0.3,145,67,Orthodox,"Jul 16, 1982",6,2,0,48,48,80,40,66,John Franchi
e564146b9cf6dbef,1.81,2.55,3.02,0.0,205,76,Orthodox,"Jan 22, 2001",10,2,0,50,38,37,87,73,Felipe Franco
d897897060f10a3a,4.1,2.07,1.31,0.7,185,76,Southpaw,"Oct 05, 1974",29,7,,44,62,66,63,73,Rich Franklin
90957a918e26bf9c,3.07,5.27,0.0,0.0,135,66,Southpaw,"Oct 15, 1996",5,1,,33,50,0,100,66,Xavier Franklin
040d3b4c735541aa,0.77,1.64,0.0,0.0,135,,Orthodox,"Dec 10, 1983",13,5,0,31,53,0,57,64,Zoila Frausto
fee02819a271c050,1.43,3.57,0.0,0.0,115,61,Orthodox,"Sep 20, 1990",8,7,0,21,60,0,0,62,Stephanie Frausto
d3711d3784b76255,0.0,0.0,0.0,0.0,250,,Orthodox,,4,11,0,0,0,0,0,77,Zane Frazier
3beeeafcbc8b4cbc,1.5,2.77,0.0,0.0,245,,Orthodox,"Mar 31, 1988",3,3,0,39,46,0,100,72,Gary Frazier
